0,[array([[163.22147555]])],0
1,[array([[163.20630866]])],1
2,[array([[163.28462605]])],2
3,[array([[163.30860886]])],3
4,[array([[163.25690292]])],4
5,[array([[163.26798153]])],5
6,[array([[163.27275337]])],6
0,163.24881625694368,0
1,163.3029822827332,1
2,163.4302983251507,2
0,163.28559389999535,0
1,163.18100928011745,1
0,163.1875741212394,0
