Date,Close,Volume
2019-07-15,50.70000076293945,55000500
2019-07-16,50.47600173950195,40745000
2019-07-17,50.97200012207031,48823500
2019-07-18,50.70800018310547,23793000
2019-07-19,51.63600158691406,35242000
2019-07-22,51.13600158691406,34212000
2019-07-23,52.034000396728516,25115500
2019-07-24,52.97600173950195,55364000
2019-07-25,45.763999938964844,112091500
2019-07-26,45.608001708984375,50138500
2019-07-29,47.15399932861328,46366500
2019-07-30,48.45199966430664,40545000
2019-07-31,48.321998596191406,45891000
2019-08-01,46.77000045776367,41297500
2019-08-02,46.86800003051758,30682500
2019-08-05,45.66400146484375,35141500
2019-08-06,46.150001525878906,27821000
2019-08-07,46.683998107910156,23882500
2019-08-08,47.65999984741211,26371500
2019-08-09,47.00199890136719,19491000
2019-08-12,45.801998138427734,23319500
2019-08-13,47.0,24240500
2019-08-14,43.92399978637695,47813000
2019-08-15,43.12799835205078,40798000
2019-08-16,43.987998962402344,25492500
2019-08-19,45.36600112915039,26548000
2019-08-20,45.172000885009766,20626000
2019-08-21,44.16600036621094,38971500
2019-08-22,44.43000030517578,32795000
2019-08-23,42.279998779296875,42693000
2019-08-26,43.0,25259500
2019-08-27,42.816001892089844,27081000
2019-08-28,43.11800003051758,16127500
2019-08-29,44.34199905395508,25897500
2019-08-30,45.12200164794922,46603000
2019-09-03,45.00199890136719,26770500
2019-09-04,44.13600158691406,28805000
2019-09-05,45.91600036621094,36976500
2019-09-06,45.4900016784668,20947000
2019-09-09,46.358001708984375,24013500
2019-09-10,47.108001708984375,24418500
2019-09-11,49.41999816894531,50214000
2019-09-12,49.17399978637695,42906000
2019-09-13,49.040000915527344,26565500
2019-09-16,48.5620002746582,23640500
2019-09-17,48.95800018310547,19327000
2019-09-18,48.698001861572266,20851000
2019-09-19,49.31999969482422,23979000
2019-09-20,48.124000549316406,31765000
2019-09-23,48.24599838256836,21701000
2019-09-24,44.641998291015625,64457500
2019-09-25,45.7400016784668,47135500
2019-09-26,48.512001037597656,59422500
2019-09-27,48.42599868774414,55582000
2019-09-30,48.17399978637695,29399000
2019-10-01,48.9379997253418,30813000
2019-10-02,48.625999450683594,28157000
2019-10-03,46.60599899291992,75422500
2019-10-04,46.2859992980957,39975000
2019-10-07,47.54399871826172,40321000
2019-10-08,48.0099983215332,43391000
2019-10-09,48.90599822998047,34472000
2019-10-10,48.948001861572266,31416500
2019-10-11,49.577999114990234,42377000
2019-10-14,51.391998291015625,51025000
2019-10-15,51.577999114990234,32164000
2019-10-16,51.95000076293945,33420500
2019-10-17,52.39400100708008,23846500
2019-10-18,51.38999938964844,28749000
2019-10-21,50.70000076293945,25101500
2019-10-22,51.11600112915039,23004000
2019-10-23,50.93600082397461,26305500
2019-10-24,59.93600082397461,148604500
2019-10-25,65.6259994506836,150030500
2019-10-28,65.54199981689453,94351500
2019-10-29,63.24399948120117,63421500
2019-10-30,63.00199890136719,48209000
2019-10-31,62.98400115966797,25335000
2019-11-01,62.6619987487793,31919500
2019-11-04,63.49399948120117,43935000
2019-11-05,63.444000244140625,34717000
2019-11-06,65.31600189208984,39704500
2019-11-07,67.10800170898438,72336500
2019-11-08,67.4280014038086,30346000
2019-11-11,69.01799774169922,49933500
2019-11-12,69.98600006103516,36797000
2019-11-13,69.22200012207031,42100500
2019-11-14,69.87000274658203,32324500
2019-11-15,70.43399810791016,24045000
2019-11-18,69.99800109863281,22002000
2019-11-19,71.90399932861328,38624000
2019-11-20,70.44400024414062,33625500
2019-11-21,70.96600341796875,30550000
2019-11-22,66.60800170898438,84353000
2019-11-25,67.26799774169922,61697500
2019-11-26,65.78399658203125,39737000
2019-11-27,66.25800323486328,27778000
2019-11-29,65.98799896240234,12328000
2019-12-02,66.9739990234375,30372500
2019-12-03,67.23999786376953,32868500
2019-12-04,66.60600280761719,27665000
2019-12-05,66.0739974975586,18623000
2019-12-06,67.1780014038086,38062000
2019-12-09,67.90599822998047,45115500
2019-12-10,69.76799774169922,44141500
2019-12-11,70.54000091552734,34489000
2019-12-12,71.93599700927734,38819500
2019-12-13,71.6780014038086,32854500
2019-12-16,76.30000305175781,90871000
2019-12-17,75.7979965209961,42484000
2019-12-18,78.62999725341797,70605000
2019-12-19,80.80799865722656,90535500
2019-12-20,81.11799621582031,73763500
2019-12-23,83.84400177001953,66598000
2019-12-24,85.05000305175781,40273500
2019-12-26,86.18800354003906,53169500
2019-12-27,86.07599639892578,49728500
2019-12-30,82.94000244140625,62932000
2019-12-31,83.66600036621094,51428500
2020-01-02,86.052001953125,47660500
2020-01-03,88.60199737548828,88892500
2020-01-06,90.30799865722656,50665000
2020-01-07,93.81199645996094,89410500
2020-01-08,98.4280014038086,155721500
2020-01-09,96.26799774169922,142202000
2020-01-10,95.62999725341797,64797500
2020-01-13,104.97200012207031,132588000
2020-01-14,107.58399963378906,144981000
2020-01-15,103.69999694824219,86844000
2020-01-16,102.697998046875,108683500
2020-01-17,102.0999984741211,68145500
2020-01-21,109.44000244140625,89017500
2020-01-22,113.91200256347656,156845000
2020-01-23,114.44000244140625,98255000
2020-01-24,112.96399688720703,71768000
2020-01-27,111.60399627685547,68040500
2020-01-28,113.37999725341797,58942500
2020-01-29,116.197998046875,89007500
2020-01-30,128.16200256347656,145028500
2020-01-31,130.11399841308594,78596500
2020-02-03,156.0,235325000
2020-02-04,177.41200256347656,304694000
2020-02-05,146.94000244140625,242119000
2020-02-06,149.79200744628906,199404000
2020-02-07,149.61399841308594,85317500
2020-02-10,154.25599670410156,123446000
2020-02-11,154.87600708007812,58487500
2020-02-12,153.45799255371094,60112500
2020-02-13,160.8000030517578,131446500
2020-02-14,160.00599670410156,78468500
2020-02-18,171.67999267578125,81908500
2020-02-19,183.48399353027344,127115000
2020-02-20,179.8820037841797,88174500
2020-02-21,180.1999969482422,71574000
2020-02-24,166.75799560546875,75961000
2020-02-25,159.98199462890625,86452500
2020-02-26,155.75999450683594,70427500
2020-02-27,135.8000030517578,121386000
2020-02-28,133.59800720214844,121114500
2020-03-02,148.7239990234375,100975000
2020-03-03,149.1020050048828,128920000
2020-03-04,149.89999389648438,75245000
2020-03-05,144.9080047607422,54263500
2020-03-06,140.6959991455078,63314500
2020-03-09,121.5999984741211,85368500
2020-03-10,129.0659942626953,77972000
2020-03-11,126.84600067138672,66612500
2020-03-12,112.11000061035156,94545500
2020-03-13,109.3239974975586,113201500
2020-03-16,89.01399993896484,102447500
2020-03-17,86.04000091552734,119973000
2020-03-18,72.24400329589844,118931000
2020-03-19,85.52799987792969,150977500
2020-03-20,85.50599670410156,141427500
2020-03-23,86.85800170898438,82272500
2020-03-24,101.0,114476000
2020-03-25,107.8499984741211,106113500
2020-03-26,105.63200378417969,86903500
2020-03-27,102.87200164794922,71887000
2020-03-30,100.4260025024414,59990500
2020-03-31,104.80000305175781,88857500
2020-04-01,96.31199645996094,66766000
2020-04-02,90.89399719238281,99292000
2020-04-03,96.00199890136719,112810500
2020-04-06,103.24800109863281,74509000
2020-04-07,109.08999633789062,89599000
2020-04-08,109.76799774169922,63280000
2020-04-09,114.5999984741211,68250000
2020-04-13,130.19000244140625,112377000
2020-04-14,141.97799682617188,152882500
2020-04-15,145.96600341796875,117885000
2020-04-16,149.04200744628906,103289500
2020-04-17,150.7779998779297,65641000
2020-04-20,149.27200317382812,73733000
2020-04-21,137.343994140625,101045500
2020-04-22,146.4219970703125,70827500
2020-04-23,141.12600708007812,66183500
2020-04-24,145.02999877929688,66060000
2020-04-27,159.75,103407000
2020-04-28,153.82400512695312,76110000
2020-04-29,160.1020050048828,81080000
2020-04-30,156.37600708007812,142359500
2020-05-01,140.26400756835938,162659000
2020-05-04,152.23800659179688,96185500
2020-05-05,153.64199829101562,84958500
2020-05-06,156.51600646972656,55616000
2020-05-07,156.00799560546875,57638500
2020-05-08,163.88400268554688,80432500
2020-05-11,162.25799560546875,82598000
2020-05-12,161.8820037841797,79534500
2020-05-13,158.19200134277344,95327500
2020-05-14,160.66600036621094,68411000
2020-05-15,159.83399963378906,52592000
2020-05-18,162.7259979248047,58329000
2020-05-19,161.6020050048828,48182500
2020-05-20,163.11199951171875,36546500
2020-05-21,165.52000427246094,61273000
2020-05-22,163.37600708007812,49937500
2020-05-26,163.7740020751953,40448500
2020-05-27,164.04600524902344,57747500
2020-05-28,161.16200256347656,36278000
2020-05-29,167.0,58822500
2020-06-01,179.6199951171875,74697500
2020-06-02,176.31199645996094,67828000
2020-06-03,176.5919952392578,39747500
2020-06-04,172.87600708007812,44438500
2020-06-05,177.1320037841797,39059500
2020-06-08,189.98399353027344,70873500
2020-06-09,188.13400268554688,56941000
2020-06-10,205.00999450683594,92817000
2020-06-11,194.5679931640625,79582500
2020-06-12,187.05599975585938,83817000
2020-06-15,198.17999267578125,78486000
2020-06-16,196.42599487304688,70255500
2020-06-17,198.35800170898438,49454000
2020-06-18,200.79200744628906,48759500
2020-06-19,200.17999267578125,43398500
2020-06-22,198.86399841308594,31812000
2020-06-23,200.3560028076172,31826500
2020-06-24,192.1699981689453,54798000
2020-06-25,197.1959991455078,46272500
2020-06-26,191.947998046875,44274500
2020-06-29,201.8699951171875,45132000
2020-06-30,215.96200561523438,84592500
2020-07-01,223.92599487304688,66634500
2020-07-02,241.73199462890625,86250500
2020-07-06,274.3160095214844,102849500
2020-07-07,277.97198486328125,107448500
2020-07-08,273.1759948730469,81556500
2020-07-09,278.8559875488281,58588000
2020-07-10,308.92999267578125,116688000
2020-07-13,299.4119873046875,194927000
2020-07-14,303.3599853515625,117090500
2020-07-15,309.2019958496094,81839000
2020-07-16,300.12799072265625,71504000
2020-07-17,300.1679992675781,46650000
2020-07-20,328.6000061035156,85607000
2020-07-21,313.6719970703125,80536000
2020-07-22,318.46600341796875,70805500
2020-07-23,302.614013671875,121642500
2020-07-24,283.3999938964844,96983000
2020-07-27,307.9200134277344,80243500
2020-07-28,295.2980041503906,79043500
2020-07-29,299.8219909667969,47134500
2020-07-30,297.49798583984375,38105000
2020-07-31,286.1520080566406,61041000
2020-08-03,297.0,44046500
2020-08-04,297.3999938964844,42075000
2020-08-05,297.0039978027344,24739000
2020-08-06,297.9159851074219,29961500
2020-08-07,290.5419921875,44482000
2020-08-10,283.7139892578125,37611500
2020-08-11,274.87799072265625,43129000
2020-08-12,310.9519958496094,109147000
2020-08-13,324.20001220703125,102126500
2020-08-14,330.1419982910156,62888000
2020-08-17,367.12799072265625,101211500
2020-08-18,377.4179992675781,82372500
2020-08-19,375.70599365234375,61026500
2020-08-20,400.3659973144531,103059000
2020-08-21,409.9960021972656,107448000
2020-08-24,402.8399963378906,100318000
2020-08-25,404.6679992675781,53294500
2020-08-26,430.6340026855469,71197000
2020-08-27,447.75,118465000
2020-08-28,442.67999267578125,100406000
2020-08-31,498.32000732421875,118374400
2020-09-01,475.04998779296875,89841100
2020-09-02,447.3699951171875,96176100
2020-09-03,407.0,87596100
2020-09-04,418.32000732421875,110321900
2020-09-08,330.2099914550781,115465700
2020-09-09,366.2799987792969,79465800
2020-09-10,371.3399963378906,84930600
2020-09-11,372.7200012207031,60717500
2020-09-14,419.6199951171875,83020600
2020-09-15,449.760009765625,97298200
2020-09-16,441.760009765625,72279300
2020-09-17,423.42999267578125,76779200
2020-09-18,442.1499938964844,86406800
2020-09-21,449.3900146484375,109476800
2020-09-22,424.2300109863281,79580800
2020-09-23,380.3599853515625,95074200
2020-09-24,387.7900085449219,96561100
2020-09-25,407.3399963378906,67208500
2020-09-28,421.20001220703125,49719600
2020-09-29,419.07000732421875,50219300
2020-09-30,429.010009765625,48145600
2020-10-01,448.1600036621094,50741500
2020-10-02,415.0899963378906,71430000
2020-10-05,425.67999267578125,44722800
2020-10-06,413.9800109863281,49146300
2020-10-07,425.29998779296875,43127700
2020-10-08,425.9200134277344,40421100
2020-10-09,434.0,28925700
2020-10-12,442.29998779296875,38791100
2020-10-13,446.6499938964844,34463700
2020-10-14,461.29998779296875,47879700
2020-10-15,448.8800048828125,35672400
2020-10-16,439.6700134277344,32775900
2020-10-19,430.8299865722656,36287800
2020-10-20,421.94000244140625,31656300
2020-10-21,422.6400146484375,32370500
2020-10-22,425.7900085449219,39993200
2020-10-23,420.6300048828125,33717000
2020-10-26,420.2799987792969,28239200
2020-10-27,424.67999267578125,22686500
2020-10-28,406.0199890136719,25451400
2020-10-29,410.8299865722656,22655300
2020-10-30,388.0400085449219,42511300
2020-11-02,400.510009765625,29021100
2020-11-03,423.8999938964844,34351700
2020-11-04,420.9800109863281,32143100
2020-11-05,438.0899963378906,28414500
2020-11-06,429.95001220703125,21706000
2020-11-09,421.260009765625,34833000
2020-11-10,410.3599853515625,30284200
2020-11-11,417.1300048828125,17357700
2020-11-12,411.760009765625,19855100
2020-11-13,408.5,19771100
2020-11-16,408.0899963378906,26838600
2020-11-17,441.6099853515625,61188300
2020-11-18,486.6400146484375,78044000
2020-11-19,499.2699890136719,62475300
2020-11-20,489.6099853515625,32911900
2020-11-23,521.8499755859375,50260300
2020-11-24,555.3800048828125,53648500
2020-11-25,574.0,48930200
2020-11-27,585.760009765625,37561100
2020-11-30,567.5999755859375,63003100
2020-12-01,584.760009765625,40103500
2020-12-02,568.8200073242188,47775700
2020-12-03,593.3800048828125,42552000
2020-12-04,599.0399780273438,29401300
2020-12-07,641.760009765625,56309700
2020-12-08,649.8800048828125,64265000
2020-12-09,604.47998046875,71291200
2020-12-10,627.0700073242188,67083200
2020-12-11,609.989990234375,46475000
2020-12-14,639.8300170898438,52040600
2020-12-15,633.25,45071500
2020-12-16,622.77001953125,42095800
2020-12-17,655.9000244140625,56270100
2020-12-18,695.0,222126200
2020-12-21,649.8599853515625,58045300
2020-12-22,640.3400268554688,51716000
2020-12-23,645.97998046875,33173000
2020-12-24,661.77001953125,22865600
2020-12-28,663.6900024414062,32278600
